Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Toorak,8/161 Alexandra Av,2,u,735000.0,SP,Jellis,22/07/2017,4.1,3142.0,2.0,1.0,1.0,0.0,84.0,1935.0,Stonnington,-37.83241,145.00705,Southern Metropolitan,7217.0
Toorak,34/530 Toorak Rd,2,u,517500.0,S,hockingstuart,4/03/2017,4.6,3142.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8424,145.0184,Southern Metropolitan,7217.0
Toorak,9/723 Orrong Rd,2,u,655000.0,S,Rodney,8/04/2017,4.6,3142.0,2.0,1.0,1.0,1816.0,105.0,1960.0,Stonnington,-37.8389,145.0141,Southern Metropolitan,7217.0
Toorak,2/29 May Rd,1,u,430000.0,PI,Dixon,4/06/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8473,145.0053,Southern Metropolitan,7217.0
Toorak,17/34 Mathoura Rd,1,u,366000.0,S,Jellis,18/06/2016,4.6,3142.0,1.0,1.0,1.0,0.0,35.0,1967.0,Stonnington,-37.8464,145.0074,Southern Metropolitan,7217.0
Toorak,3/14 Martin Ct,3,u,2000000.0,VB,Castran,3/06/2017,4.1,3142.0,3.0,2.0,2.0,0.0,,,Stonnington,-37.84212,145.01346,Southern Metropolitan,7217.0
Toorak,11 Church St,3,t,2700000.0,VB,Kay,12/06/2016,4.6,3142.0,3.0,2.0,2.0,294.0,220.0,2010.0,Stonnington,-37.8503,145.0292,Southern Metropolitan,7217.0
Toorak,9/758 Orrong Rd,3,u,1400000.0,VB,Marshall,12/08/2017,4.1,3142.0,3.0,2.0,2.0,0.0,,1975.0,Stonnington,-37.83725,145.01476,Southern Metropolitan,7217.0
Toorak,7/765 Malvern Rd,2,u,620000.0,S,hockingstuart,4/03/2017,4.6,3142.0,2.0,1.0,1.0,1119.0,,2008.0,Stonnington,-37.8498,145.0173,Southern Metropolitan,7217.0
Toorak,16 Cole Ct,3,h,3270000.0,S,Marshall,28/08/2016,4.6,3142.0,3.0,2.0,1.0,363.0,215.0,1935.0,Stonnington,-37.8445,145.0182,Southern Metropolitan,7217.0
Toorak,10/530 Toorak Rd,2,u,525000.0,S,Jellis,28/05/2016,4.6,3142.0,2.0,1.0,1.0,0.0,82.0,1950.0,Stonnington,-37.8424,145.0184,Southern Metropolitan,7217.0
Toorak,28 Church St,4,h,2025000.0,PI,Sotheby's,15/10/2016,4.6,3142.0,4.0,2.0,2.0,237.0,,,Stonnington,-37.8507,145.0298,Southern Metropolitan,7217.0
Toorak,1/53 Grange Rd,2,u,838000.0,S,hockingstuart,7/11/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8366,145.0114,Southern Metropolitan,7217.0
Toorak,13 Bruce St,3,h,1900000.0,VB,Castran,19/11/2016,4.6,3142.0,3.0,2.0,1.0,268.0,139.0,1900.0,Stonnington,-37.8369,145.0072,Southern Metropolitan,7217.0
Toorak,23 Canberra Rd,4,h,4500000.0,PI,RT,15/10/2016,4.6,3142.0,4.0,3.0,2.0,732.0,367.0,1980.0,Stonnington,-37.8349,145.01,Southern Metropolitan,7217.0
Toorak,13 Ruabon Rd,2,h,1300000.0,VB,David,4/03/2017,4.6,3142.0,2.0,1.0,0.0,338.0,,,Stonnington,-37.8475,145.0086,Southern Metropolitan,7217.0
Toorak,2/619 Toorak Rd,2,u,1140000.0,S,Marshall,15/07/2017,4.1,3142.0,2.0,2.0,2.0,586.0,119.0,1990.0,Stonnington,-37.84266,145.02355,Southern Metropolitan,7217.0
Toorak,296A Williams Rd,3,h,2840000.0,PI,Marshall,11/03/2017,4.6,3142.0,3.0,2.0,4.0,1317.0,228.0,2000.0,Stonnington,-37.838,145.0054,Southern Metropolitan,7217.0
Toorak,2/703 Orrong Rd,2,u,1450000.0,PI,Williams,8/10/2016,4.6,3142.0,2.0,2.0,2.0,0.0,,,Stonnington,-37.8414,145.0137,Southern Metropolitan,7217.0
Toorak,4/5 Selwyn Ct,3,u,922500.0,S,Rodney,29/04/2017,4.6,3142.0,3.0,1.0,2.0,4657.0,,1980.0,Stonnington,-37.8421,145.0237,Southern Metropolitan,7217.0
Toorak,4 Matthews Ct,3,h,2820000.0,PI,Kay,10/12/2016,4.6,3142.0,3.0,2.0,2.0,600.0,205.0,1967.0,Stonnington,-37.8332,145.0117,Southern Metropolitan,7217.0
Toorak,1/558 Toorak Rd,2,u,645000.0,SP,Marshall,27/06/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8428,145.0216,Southern Metropolitan,7217.0
Toorak,4/8 Bruce St,2,u,925000.0,S,RT,6/08/2016,4.6,3142.0,2.0,2.0,2.0,0.0,109.0,1970.0,Stonnington,-37.8371,145.0066,Southern Metropolitan,7217.0
Toorak,7a Woorigoleen Rd,3,t,2650000.0,VB,Jellis,10/09/2016,4.6,3142.0,3.0,3.0,2.0,0.0,291.0,2000.0,Stonnington,-37.8428,145.0171,Southern Metropolitan,7217.0
Toorak,232 Williams Rd,3,h,1635000.0,S,Marshall,3/12/2016,4.6,3142.0,3.0,1.0,2.0,386.0,,,Stonnington,-37.8435,145.0043,Southern Metropolitan,7217.0
Toorak,27/789 Malvern Rd,2,u,380000.0,PI,Rodney,7/11/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8501,145.0199,Southern Metropolitan,7217.0
Toorak,3/1085 Malvern Rd,3,u,2205000.0,S,Jellis,15/10/2016,4.6,3142.0,4.0,2.0,2.0,0.0,185.0,2014.0,Stonnington,-37.8512,145.0282,Southern Metropolitan,7217.0
Toorak,16 Tashinny Rd,3,h,1689000.0,S,Kay,4/03/2017,4.6,3142.0,3.0,1.0,0.0,222.0,118.0,1920.0,Stonnington,-37.8448,145.0055,Southern Metropolitan,7217.0
Toorak,6/696 Orrong Rd,2,u,750000.0,PI,Williams,20/05/2017,4.6,3142.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8432,145.0137,Southern Metropolitan,7217.0
Toorak,684 Orrong Rd,4,h,5500000.0,S,Marshall,4/03/2017,4.6,3142.0,4.0,4.0,5.0,877.0,332.0,1923.0,Stonnington,-37.8447,145.0134,Southern Metropolitan,7217.0
Toorak,28 Bruce St,3,h,2250000.0,SP,Castran,28/05/2016,4.6,3142.0,3.0,3.0,2.0,575.0,205.0,1930.0,Stonnington,-37.8375,145.0092,Southern Metropolitan,7217.0
Toorak,7/36 Grange Rd,1,u,541000.0,S,Jellis,15/10/2016,4.6,3142.0,1.0,1.0,1.0,0.0,57.0,1970.0,Stonnington,-37.8373,145.0116,Southern Metropolitan,7217.0
Toorak,6/1 Ruabon Rd,3,u,640000.0,PI,hockingstuart,24/06/2017,4.1,3142.0,3.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.84744,145.00783,Southern Metropolitan,7217.0
